,city,year,weekofyear,total_cases,week_start_date
339,sj,1997,9,28,1997-02-26
340,sj,1997,10,18,1997-03-05
341,sj,1997,11,13,1997-03-12
342,sj,1997,12,9,1997-03-19
343,sj,1997,13,14,1997-03-26
344,sj,1997,14,11,1997-04-02
345,sj,1997,15,11,1997-04-09
346,sj,1997,16,19,1997-04-16
347,sj,1997,17,10,1997-04-23
348,sj,1997,18,8,1997-04-30
349,sj,1997,19,8,1997-05-07
350,sj,1997,20,9,1997-05-14
351,sj,1997,21,3,1997-05-21
352,sj,1997,22,7,1997-05-28
353,sj,1997,23,14,1997-06-04
354,sj,1997,24,4,1997-06-11
355,sj,1997,25,9,1997-06-18
356,sj,1997,26,14,1997-06-25
357,sj,1997,27,7,1997-07-02
358,sj,1997,28,9,1997-07-09
359,sj,1997,29,3,1997-07-16
360,sj,1997,30,3,1997-07-23
361,sj,1997,31,14,1997-07-30
362,sj,1997,32,12,1997-08-06
363,sj,1997,33,10,1997-08-13
364,sj,1997,34,21,1997-08-20
365,sj,1997,35,26,1997-08-27
366,sj,1997,36,47,1997-09-03
367,sj,1997,37,42,1997-09-10
368,sj,1997,38,31,1997-09-17
369,sj,1997,39,34,1997-09-24
370,sj,1997,40,33,1997-10-01
371,sj,1997,41,52,1997-10-08
372,sj,1997,42,56,1997-10-15
373,sj,1997,43,70,1997-10-22
374,sj,1997,44,112,1997-10-29
375,sj,1997,45,70,1997-11-05
376,sj,1997,46,47,1997-11-12
377,sj,1997,47,48,1997-11-19
378,sj,1997,48,49,1997-11-26
379,sj,1997,49,66,1997-12-03
380,sj,1997,50,56,1997-12-10
381,sj,1997,51,61,1997-12-17
382,sj,1997,52,67,1997-12-24
383,sj,1998,1,64,1998-01-01
384,sj,1998,2,68,1998-01-08
385,sj,1998,3,49,1998-01-15
386,sj,1998,4,50,1998-01-22
387,sj,1998,5,56,1998-01-29
388,sj,1998,6,75,1998-02-05
389,sj,1998,7,63,1998-02-12
390,sj,1998,8,62,1998-02-19
391,sj,1998,9,41,1998-02-26
392,sj,1998,10,50,1998-03-05
393,sj,1998,11,34,1998-03-12
394,sj,1998,12,31,1998-03-19
395,sj,1998,13,38,1998-03-26
396,sj,1998,14,30,1998-04-02
397,sj,1998,15,32,1998-04-09
398,sj,1998,16,26,1998-04-16
399,sj,1998,17,30,1998-04-23
400,sj,1998,18,36,1998-04-30
401,sj,1998,19,35,1998-05-07
402,sj,1998,20,46,1998-05-14
403,sj,1998,21,48,1998-05-21
404,sj,1998,22,44,1998-05-28
405,sj,1998,23,51,1998-06-04
406,sj,1998,24,59,1998-06-11
407,sj,1998,25,71,1998-06-18
408,sj,1998,26,102,1998-06-25
409,sj,1998,27,128,1998-07-02
410,sj,1998,28,127,1998-07-09
411,sj,1998,29,150,1998-07-16
412,sj,1998,30,191,1998-07-23
413,sj,1998,31,256,1998-07-30
414,sj,1998,32,329,1998-08-06
415,sj,1998,33,263,1998-08-13
416,sj,1998,34,220,1998-08-20
417,sj,1998,35,204,1998-08-27
418,sj,1998,36,181,1998-09-03
419,sj,1998,37,99,1998-09-10
420,sj,1998,38,54,1998-09-17
421,sj,1998,39,80,1998-09-24
422,sj,1998,40,102,1998-10-01
423,sj,1998,41,127,1998-10-08
424,sj,1998,42,73,1998-10-15
425,sj,1998,43,68,1998-10-22
426,sj,1998,44,64,1998-10-29
427,sj,1998,45,55,1998-11-05
428,sj,1998,46,67,1998-11-12
429,sj,1998,47,84,1998-11-19
430,sj,1998,48,85,1998-11-26
431,sj,1998,49,67,1998-12-03
432,sj,1998,50,73,1998-12-10
433,sj,1998,51,89,1998-12-17
434,sj,1998,52,68,1998-12-24
435,sj,1999,1,56,1999-01-08
436,sj,1999,2,77,1999-01-15
437,sj,1999,3,75,1999-01-22
438,sj,1999,4,47,1999-01-29
439,sj,1999,5,50,1999-02-05
440,sj,1999,6,42,1999-02-12
441,sj,1999,7,28,1999-02-19
442,sj,1999,8,37,1999-02-26
443,sj,1999,9,37,1999-03-05
444,sj,1999,10,27,1999-03-12
445,sj,1999,11,12,1999-03-19
446,sj,1999,12,15,1999-03-26
447,sj,1999,13,22,1999-04-02
448,sj,1999,14,8,1999-04-09
449,sj,1999,15,15,1999-04-16
450,sj,1999,16,17,1999-04-23
451,sj,1999,17,10,1999-04-30
452,sj,1999,18,9,1999-05-07
453,sj,1999,19,11,1999-05-14
454,sj,1999,20,20,1999-05-21
455,sj,1999,21,13,1999-05-28
456,sj,1999,22,11,1999-06-04
457,sj,1999,23,16,1999-06-11
458,sj,1999,24,11,1999-06-18
459,sj,1999,25,7,1999-06-25
460,sj,1999,26,17,1999-07-02
461,sj,1999,27,14,1999-07-09
462,sj,1999,28,13,1999-07-16
463,sj,1999,29,15,1999-07-23
464,sj,1999,30,30,1999-07-30
465,sj,1999,31,25,1999-08-06
466,sj,1999,32,40,1999-08-13
467,sj,1999,33,44,1999-08-20
468,sj,1999,34,25,1999-08-27
469,sj,1999,35,21,1999-09-03
470,sj,1999,36,48,1999-09-10
471,sj,1999,37,56,1999-09-17
472,sj,1999,38,60,1999-09-24
473,sj,1999,39,45,1999-10-01
474,sj,1999,40,55,1999-10-08
475,sj,1999,41,32,1999-10-15
476,sj,1999,42,46,1999-10-22
477,sj,1999,43,61,1999-10-29
478,sj,1999,44,42,1999-11-05
479,sj,1999,45,37,1999-11-12
480,sj,1999,46,43,1999-11-19
481,sj,1999,47,34,1999-11-26
482,sj,1999,48,40,1999-12-03
483,sj,1999,49,25,1999-12-10
484,sj,1999,50,16,1999-12-17
485,sj,1999,51,17,1999-12-24
486,sj,2000,52,17,2000-01-01
487,sj,2000,1,16,2000-01-08
488,sj,2000,2,23,2000-01-15
489,sj,2000,3,18,2000-01-22
490,sj,2000,4,18,2000-01-29
491,sj,2000,5,9,2000-02-05
492,sj,2000,6,7,2000-02-12
493,sj,2000,7,7,2000-02-19
494,sj,2000,8,4,2000-02-26
495,sj,2000,9,3,2000-03-04
496,sj,2000,10,2,2000-03-11
497,sj,2000,11,8,2000-03-18
498,sj,2000,12,3,2000-03-25
499,sj,2000,13,1,2000-04-01
500,sj,2000,14,1,2000-04-08
501,sj,2000,15,2,2000-04-15
502,sj,2000,16,3,2000-04-22
503,sj,2000,17,3,2000-04-29
504,sj,2000,18,2,2000-05-06
505,sj,2000,19,0,2000-05-13
506,sj,2000,20,0,2000-05-20
507,sj,2000,21,2,2000-05-27
508,sj,2000,22,2,2000-06-03
509,sj,2000,23,0,2000-06-10
510,sj,2000,24,6,2000-06-17
511,sj,2000,25,3,2000-06-24
512,sj,2000,26,6,2000-07-01
513,sj,2000,27,2,2000-07-08
514,sj,2000,28,3,2000-07-15
515,sj,2000,29,2,2000-07-22
516,sj,2000,30,4,2000-07-29
517,sj,2000,31,5,2000-08-05
518,sj,2000,32,2,2000-08-12
519,sj,2000,33,9,2000-08-19
520,sj,2000,34,2,2000-08-26
521,sj,2000,35,4,2000-09-02
522,sj,2000,36,8,2000-09-09
523,sj,2000,37,6,2000-09-16
524,sj,2000,38,3,2000-09-23
525,sj,2000,39,11,2000-09-30
526,sj,2000,40,14,2000-10-07
527,sj,2000,41,15,2000-10-14
528,sj,2000,42,20,2000-10-21
529,sj,2000,43,9,2000-10-28
530,sj,2000,44,20,2000-11-04
531,sj,2000,45,28,2000-11-11
532,sj,2000,46,38,2000-11-18
533,sj,2000,47,30,2000-11-25
534,sj,2000,48,30,2000-12-02
535,sj,2000,49,23,2000-12-09
536,sj,2000,50,16,2000-12-16
537,sj,2000,51,22,2000-12-23
538,sj,2001,1,28,2001-01-01
539,sj,2001,2,14,2001-01-08
540,sj,2001,3,17,2001-01-15
541,sj,2001,4,20,2001-01-22
542,sj,2001,5,17,2001-01-29
543,sj,2001,6,10,2001-02-05
544,sj,2001,7,13,2001-02-12
545,sj,2001,8,20,2001-02-19
546,sj,2001,9,9,2001-02-26
547,sj,2001,10,18,2001-03-05
548,sj,2001,11,9,2001-03-12
549,sj,2001,12,8,2001-03-19
550,sj,2001,13,19,2001-03-26
551,sj,2001,14,11,2001-04-02
552,sj,2001,15,4,2001-04-09
553,sj,2001,16,6,2001-04-16
554,sj,2001,17,6,2001-04-23
555,sj,2001,18,8,2001-04-30
556,sj,2001,19,13,2001-05-07
557,sj,2001,20,8,2001-05-14
558,sj,2001,21,8,2001-05-21
559,sj,2001,22,5,2001-05-28
560,sj,2001,23,16,2001-06-04
561,sj,2001,24,12,2001-06-11
562,sj,2001,25,11,2001-06-18
563,sj,2001,26,18,2001-06-25
564,sj,2001,27,10,2001-07-02
565,sj,2001,28,22,2001-07-09
566,sj,2001,29,14,2001-07-16
567,sj,2001,30,16,2001-07-23
568,sj,2001,31,18,2001-07-30
569,sj,2001,32,27,2001-08-06
570,sj,2001,33,38,2001-08-13
571,sj,2001,34,35,2001-08-20
572,sj,2001,35,41,2001-08-27
573,sj,2001,36,51,2001-09-03
574,sj,2001,37,65,2001-09-10
575,sj,2001,38,55,2001-09-17
576,sj,2001,39,54,2001-09-24
577,sj,2001,40,62,2001-10-01
578,sj,2001,41,64,2001-10-08
579,sj,2001,42,56,2001-10-15
580,sj,2001,43,65,2001-10-22
581,sj,2001,44,71,2001-10-29
582,sj,2001,45,75,2001-11-05
583,sj,2001,46,71,2001-11-12
584,sj,2001,47,72,2001-11-19
585,sj,2001,48,47,2001-11-26
586,sj,2001,49,27,2001-12-03
587,sj,2001,50,35,2001-12-10
588,sj,2001,51,25,2001-12-17
589,sj,2001,52,19,2001-12-24
590,sj,2002,1,37,2002-01-01
591,sj,2002,2,38,2002-01-08
592,sj,2002,3,34,2002-01-15
593,sj,2002,4,26,2002-01-22
594,sj,2002,6,18,2002-02-05
595,sj,2002,7,22,2002-02-12
596,sj,2002,8,16,2002-02-19
597,sj,2002,9,18,2002-02-26
598,sj,2002,10,6,2002-03-05
599,sj,2002,11,12,2002-03-12
600,sj,2002,12,6,2002-03-19
601,sj,2002,13,6,2002-03-26
602,sj,2002,14,3,2002-04-02
603,sj,2002,15,7,2002-04-09
604,sj,2002,16,6,2002-04-16
605,sj,2002,17,1,2002-04-23
606,sj,2002,18,3,2002-04-30
607,sj,2002,19,2,2002-05-07
608,sj,2002,20,2,2002-05-14
609,sj,2002,21,1,2002-05-21
610,sj,2002,22,10,2002-05-28
611,sj,2002,23,3,2002-06-04
612,sj,2002,24,3,2002-06-11
613,sj,2002,25,1,2002-06-18
614,sj,2002,26,1,2002-06-25
615,sj,2002,27,2,2002-07-02
616,sj,2002,28,6,2002-07-09
617,sj,2002,29,3,2002-07-16
618,sj,2002,30,3,2002-07-23
619,sj,2002,31,5,2002-07-30
620,sj,2002,32,4,2002-08-06
621,sj,2002,33,7,2002-08-13
622,sj,2002,34,6,2002-08-20
623,sj,2002,35,5,2002-08-27
624,sj,2002,36,7,2002-09-03
625,sj,2002,37,6,2002-09-10
626,sj,2002,38,4,2002-09-17
627,sj,2002,39,4,2002-09-24
628,sj,2002,40,7,2002-10-01
629,sj,2002,41,9,2002-10-08
630,sj,2002,42,5,2002-10-15
631,sj,2002,43,5,2002-10-22
632,sj,2002,44,10,2002-10-29
633,sj,2002,45,6,2002-11-05
634,sj,2002,46,13,2002-11-12
635,sj,2002,47,6,2002-11-19
636,sj,2002,48,5,2002-11-26
637,sj,2002,49,5,2002-12-03
638,sj,2002,50,9,2002-12-10
639,sj,2002,51,3,2002-12-17
640,sj,2002,52,6,2002-12-24
641,sj,2003,1,11,2003-01-01
642,sj,2003,2,7,2003-01-08
643,sj,2003,3,7,2003-01-15
644,sj,2003,4,15,2003-01-22
645,sj,2003,5,9,2003-01-29
646,sj,2003,6,6,2003-02-05
647,sj,2003,7,6,2003-02-12
648,sj,2003,8,6,2003-02-19
649,sj,2003,9,7,2003-02-26
650,sj,2003,10,10,2003-03-05
651,sj,2003,11,8,2003-03-12
652,sj,2003,12,7,2003-03-19
653,sj,2003,13,12,2003-03-26
654,sj,2003,14,3,2003-04-02
655,sj,2003,15,2,2003-04-09
656,sj,2003,16,7,2003-04-16
657,sj,2003,17,5,2003-04-23
658,sj,2003,18,5,2003-04-30
659,sj,2003,19,7,2003-05-07
660,sj,2003,20,7,2003-05-14
661,sj,2003,21,7,2003-05-21
662,sj,2003,22,7,2003-05-28
663,sj,2003,23,10,2003-06-04
664,sj,2003,24,13,2003-06-11
665,sj,2003,25,10,2003-06-18
666,sj,2003,26,14,2003-06-25
667,sj,2003,27,11,2003-07-02
668,sj,2003,28,20,2003-07-09
669,sj,2003,29,25,2003-07-16
670,sj,2003,30,17,2003-07-23
671,sj,2003,31,18,2003-07-30
672,sj,2003,32,25,2003-08-06
673,sj,2003,33,21,2003-08-13
674,sj,2003,34,31,2003-08-20
675,sj,2003,35,32,2003-08-27
676,sj,2003,36,26,2003-09-03
677,sj,2003,37,35,2003-09-10
678,sj,2003,38,28,2003-09-17
679,sj,2003,39,37,2003-09-24
680,sj,2003,40,41,2003-10-01
681,sj,2003,41,34,2003-10-08
682,sj,2003,42,30,2003-10-15
683,sj,2003,43,39,2003-10-22
684,sj,2003,44,39,2003-10-29
685,sj,2003,45,39,2003-11-05
686,sj,2003,46,34,2003-11-12
687,sj,2003,47,30,2003-11-19
688,sj,2003,48,37,2003-11-26
689,sj,2003,49,29,2003-12-03
690,sj,2003,50,26,2003-12-10
691,sj,2003,51,15,2003-12-17
692,sj,2003,52,22,2003-12-24
693,sj,2004,1,15,2004-01-01
694,sj,2004,2,20,2004-01-08
695,sj,2004,3,14,2004-01-15
696,sj,2004,4,10,2004-01-22
697,sj,2004,5,21,2004-01-29
698,sj,2004,6,14,2004-02-05
699,sj,2004,7,14,2004-02-12
700,sj,2004,8,9,2004-02-19
701,sj,2004,9,11,2004-02-26
702,sj,2004,10,5,2004-03-04
703,sj,2004,11,6,2004-03-11
704,sj,2004,12,7,2004-03-18
705,sj,2004,13,11,2004-03-25
706,sj,2004,14,4,2004-04-01
707,sj,2004,15,3,2004-04-08
708,sj,2004,16,2,2004-04-15
709,sj,2004,17,6,2004-04-22
710,sj,2004,18,10,2004-04-29
711,sj,2004,19,7,2004-05-06
712,sj,2004,20,5,2004-05-13
713,sj,2004,21,3,2004-05-20
714,sj,2004,22,12,2004-05-27
715,sj,2004,23,13,2004-06-03
716,sj,2004,24,10,2004-06-10
717,sj,2004,25,13,2004-06-17
718,sj,2004,26,13,2004-06-24
719,sj,2004,27,8,2004-07-01
720,sj,2004,28,21,2004-07-08
721,sj,2004,29,18,2004-07-15
722,sj,2004,30,8,2004-07-22
723,sj,2004,31,7,2004-07-29
724,sj,2004,32,20,2004-08-05
725,sj,2004,33,14,2004-08-12
726,sj,2004,34,14,2004-08-19
727,sj,2004,35,7,2004-08-26
728,sj,2004,36,14,2004-09-02
729,sj,2004,37,10,2004-09-09
730,sj,2004,38,13,2004-09-16
731,sj,2004,39,27,2004-09-23
732,sj,2004,40,13,2004-09-30
733,sj,2004,41,18,2004-10-07
